"departement","nb.catnat","nb.catnat_10ans","nb.catnat_5ans","nb.catnat_1ans","durée","duree_10ans","duree_5ans","duree_1ans","risque"
"68",29,0,0,0,0,NA,NA,NA,"Seisme"
"73",329,16,16,16,17.5744680851064,0.0625,0.0625,0.0625,"Seisme"
"74",1606,0,0,0,5.79504504504505,NA,NA,NA,"Seisme"
"79",90,6,6,6,1,1,1,1,"Seisme"
"85",85,6,6,6,1,1,1,1,"Seisme"
"88",322,0,0,0,0,NA,NA,NA,"Seisme"
"90",51,3,3,1,0,0,0,0,"Seisme"
"01",136,0,0,0,0.5,NA,NA,NA,"TNG"
"03",2530,0,0,0,4,NA,NA,NA,"TNG"
"06",3115,0,0,0,3.88095238095238,NA,NA,NA,"TNG"
"07",2749,0,0,0,4,NA,NA,NA,"TNG"
"08",92,0,0,0,1,NA,NA,NA,"TNG"
"09",3878,0,0,0,3.5,NA,NA,NA,"TNG"
"11",11207,4,4,4,3.49252013808976,1.33333333333333,1.33333333333333,1.33333333333333,"TNG"
"12",1234,0,0,0,4,NA,NA,NA,"TNG"
"13",1694,5,5,5,3.92741935483871,2.2,2.2,2.2,"TNG"
"14",3256,0,0,0,1,NA,NA,NA,"TNG"
"15",1273,0,0,0,4,NA,NA,NA,"TNG"
"16",3904,0,0,0,0,NA,NA,NA,"TNG"
"17",1209,0,0,0,0.952380952380952,NA,NA,NA,"TNG"
"18",2494,1,1,1,3.7516339869281,0,0,0,"TNG"
"19",2289,0,0,0,3.74509803921569,NA,NA,NA,"TNG"
"22",3026,0,0,0,1.80919540229885,NA,NA,NA,"TNG"
"23",1239,24,24,24,3.68571428571429,0.333333333333333,0.333333333333333,0.333333333333333,"TNG"
"24",13405,0,0,0,2.92261904761905,NA,NA,NA,"TNG"
"26",2706,0,0,0,4,NA,NA,NA,"TNG"
"27",334,0,0,0,0,NA,NA,NA,"TNG"
"28",112,0,0,0,1,NA,NA,NA,"TNG"
"29",3508,0,0,0,2.65042372881356,NA,NA,NA,"TNG"
"2A",36,0,0,0,4,NA,NA,NA,"TNG"
"2B",21,0,0,0,4,NA,NA,NA,"TNG"
"30",3858,0,0,0,4,NA,NA,NA,"TNG"
"31",6575,0,0,0,4,NA,NA,NA,"TNG"
"32",347,1,1,1,0,0,0,0,"TNG"
"33",14271,0,0,0,3.7246879334258,NA,NA,NA,"TNG"
"34",3596,0,0,0,4,NA,NA,NA,"TNG"
"35",1869,0,0,0,0.979411764705882,NA,NA,NA,"TNG"
"36",2254,0,0,0,4,NA,NA,NA,"TNG"
"38",3402,0,0,0,4,NA,NA,NA,"TNG"
"40",24,0,0,0,0,NA,NA,NA,"TNG"
"42",5120,0,0,0,2.94578313253012,NA,NA,NA,"TNG"
"43",2942,0,0,0,3,NA,NA,NA,"TNG"
"44",760,0,0,0,3,NA,NA,NA,"TNG"
"46",2750,0,0,0,3.53672316384181,NA,NA,NA,"TNG"
"47",6708,0,0,0,2.60369609856263,NA,NA,NA,"TNG"
"48",843,0,0,0,3.99013157894737,NA,NA,NA,"TNG"
"49",3404,0,0,0,0.594298245614035,NA,NA,NA,"TNG"
"50",3435,0,0,0,1.5016835016835,NA,NA,NA,"TNG"
"56",1503,0,0,0,0.99601593625498,NA,NA,NA,"TNG"
"58",2251,0,0,0,3.88125,NA,NA,NA,"TNG"
"59",792,71,71,71,2.24626865671642,2.24626865671642,2.24626865671642,2.24626865671642,"TNG"
"62",1044,121,121,121,2.65416666666667,2.65416666666667,2.65416666666667,2.65416666666667,"TNG"
"63",3321,6,6,6,3.94055201698514,0,0,0,"TNG"
"64",10675,0,0,0,3.11994784876141,NA,NA,NA,"TNG"
"65",3300,0,0,0,4,NA,NA,NA,"TNG"
"66",4098,0,0,0,3.59007832898172,NA,NA,NA,"TNG"
"69",6138,0,0,0,2.98513011152416,NA,NA,NA,"TNG"
"70",28,0,0,0,1,NA,NA,NA,"TNG"
"71",9615,6,6,6,2.97894736842105,1,1,1,"TNG"
"73",1381,0,0,0,4,NA,NA,NA,"TNG"
"74",1623,0,0,0,4,NA,NA,NA,"TNG"
"75",38,0,0,0,1,NA,NA,NA,"TNG"
"77",154,0,0,0,5,NA,NA,NA,"TNG"
"78",126,0,0,0,0,NA,NA,NA,"TNG"
"79",1498,0,0,0,1,NA,NA,NA,"TNG"
"80",11,3,3,3,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,"TNG"
"81",2830,0,0,0,4,NA,NA,NA,"TNG"
"82",2736,0,0,0,4,NA,NA,NA,"TNG"
"84",1622,2,2,2,3.94771241830065,0,0,0,"TNG"
"85",1732,0,0,0,21,NA,NA,NA,"TNG"
"86",2217,1,1,1,0.986486486486487,0,0,0,"TNG"
"87",950,0,0,0,4,NA,NA,NA,"TNG"
"92",30,0,0,0,1,NA,NA,NA,"TNG"
"4",4,0,0,0,0,NA,NA,NA,"Autres"
"5",52,2,1,0,1.36363636363636,0.5,0,NA,"Autres"
"6",91,1,0,0,2.125,0,NA,NA,"Autres"
"9",40,4,0,0,0.666666666666667,0.666666666666667,NA,NA,"Autres"
"26",4,0,0,0,0,NA,NA,NA,"Autres"
"31",7,1,0,0,0,0,NA,NA,"Autres"
"38",15,0,0,0,15.75,NA,NA,NA,"Autres"
"63",5,0,0,0,0,NA,NA,NA,"Autres"
"64",126,4,0,0,113.272727272727,366,NA,NA,"Autres"
"65",211,6,0,0,0.8,1.5,NA,NA,"Autres"
"66",856,0,0,0,2.94029850746269,NA,NA,NA,"Autres"
"73",478,4,4,0,3.0952380952381,0,0,NA,"Autres"
"74",266,4,3,0,0.210526315789474,0.75,0.666666666666667,NA,"Autres"
"06",6574,36,35,1,0.701515151515152,1.03888888888889,1.00574712643678,1,"Choc Mecanique"
"11",6045,9,2,0,2.93473451327434,1.1875,0,NA,"Choc Mecanique"
"13",98,2,0,0,1.5,0,NA,NA,"Choc Mecanique"
"14",454,10,5,0,1.48780487804878,1.5,0.2,NA,"Choc Mecanique"
"17",11129,1,0,0,2.91286307053942,1,NA,NA,"Choc Mecanique"
"22",2920,1,0,0,3.56109725685786,0,NA,NA,"Choc Mecanique"
"27",16,0,0,0,4,NA,NA,NA,"Choc Mecanique"
"29",1298,60,0,0,1.1030303030303,1.93333333333333,NA,NA,"Choc Mecanique"
"2A",462,29,29,0,0.98936170212766,1.35185185185185,1.35185185185185,NA,"Choc Mecanique"
"2B",1059,30,19,0,0.52,0.857142857142857,0.947368421052632,NA,"Choc Mecanique"
"30",14,0,0,0,3,NA,NA,NA,"Choc Mecanique"
"33",16885,3,3,0,3.44658493870403,0,0,NA,"Choc Mecanique"
"34",654,17,5,0,2.40540540540541,1.82352941176471,1.6,NA,"Choc Mecanique"
"35",81,3,1,0,1.11111111111111,1.33333333333333,0,NA,"Choc Mecanique"
"40",2278,6,0,0,2.98208955223881,2.66666666666667,NA,NA,"Choc Mecanique"
"44",331,2,0,0,0.787234042553192,5,NA,NA,"Choc Mecanique"
"50",473,12,6,0,1.6734693877551,1.16666666666667,0,NA,"Choc Mecanique"
"56",299,6,0,0,1.97959183673469,14.1666666666667,NA,NA,"Choc Mecanique"
"62",275,2,1,0,2.5,1,2,NA,"Choc Mecanique"
"64",11396,9,0,0,3.4577677224736,0.805555555555556,NA,NA,"Choc Mecanique"
"66",3627,26,6,0,2.76752767527675,1.81578947368421,1.66666666666667,NA,"Choc Mecanique"
"76",4974,3,1,0,3.92729766803841,0.666666666666667,0,NA,"Choc Mecanique"
"80",92,0,0,0,2.66666666666667,NA,NA,NA,"Choc Mecanique"
"83",1096,12,12,0,0.833333333333333,0.954545454545455,0.954545454545455,NA,"Choc Mecanique"
"85",2842,0,0,0,2.10830324909747,NA,NA,NA,"Choc Mecanique"
"01",16,0,0,0,0.333333333333333,NA,NA,NA,"Glissement"
"02",7,0,0,0,58,NA,NA,NA,"Glissement"
"04",393,0,0,0,5.38793103448276,NA,NA,NA,"Glissement"
"05",97,0,0,0,3.86538461538462,NA,NA,NA,"Glissement"
"06",4748,0,0,0,15.378978978979,NA,NA,NA,"Glissement"
"07",29,0,0,0,3,NA,NA,NA,"Glissement"
"09",68,0,0,0,310.333333333333,NA,NA,NA,"Glissement"
"12",53,0,0,0,73.625,NA,NA,NA,"Glissement"
"13",84,0,0,0,0.666666666666667,NA,NA,NA,"Glissement"
"14",78,0,0,0,1.875,NA,NA,NA,"Glissement"
"15",143,0,0,0,176.294117647059,NA,NA,NA,"Glissement"
"18",11,0,0,0,1,NA,NA,NA,"Glissement"
"19",261,0,0,0,17.6578947368421,NA,NA,NA,"Glissement"
"22",10,0,0,0,0,NA,NA,NA,"Glissement"
"24",55,0,0,0,10,NA,NA,NA,"Glissement"
"25",13,0,0,0,200,NA,NA,NA,"Glissement"
"26",1960,0,0,0,10.9545454545455,NA,NA,NA,"Glissement"
"27",149,0,0,0,38.0980392156863,NA,NA,NA,"Glissement"
"28",60,0,0,0,68,NA,NA,NA,"Glissement"
"29",75,0,0,0,5.375,NA,NA,NA,"Glissement"
"2A",27,0,0,0,1,NA,NA,NA,"Glissement"
"2B",381,0,0,0,1.03571428571429,NA,NA,NA,"Glissement"
"30",1049,0,0,0,0.766233766233766,NA,NA,NA,"Glissement"
"31",577,0,0,0,182.416666666667,NA,NA,NA,"Glissement"
"32",35,0,0,0,35.25,NA,NA,NA,"Glissement"
"33",368,0,0,0,19.9,NA,NA,NA,"Glissement"
"34",1032,0,0,0,11.2634408602151,NA,NA,NA,"Glissement"
"35",24,0,0,0,0.666666666666667,NA,NA,NA,"Glissement"
"37",159,0,0,0,0.454545454545455,NA,NA,NA,"Glissement"
"38",3136,0,0,0,2.5,NA,NA,NA,"Glissement"
"39",2444,0,0,0,60,NA,NA,NA,"Glissement"
"40",30,0,0,0,0,NA,NA,NA,"Glissement"
"41",774,0,0,0,23.4736842105263,NA,NA,NA,"Glissement"
"42",2348,0,0,0,29.8501683501683,NA,NA,NA,"Glissement"
"43",62,0,0,0,5.33333333333333,NA,NA,NA,"Glissement"
"45",7,0,0,0,760,NA,NA,NA,"Glissement"
"46",140,0,0,0,144.8125,NA,NA,NA,"Glissement"
"47",74,0,0,0,51.75,NA,NA,NA,"Glissement"
"48",44,0,0,0,36.4,NA,NA,NA,"Glissement"
"49",151,0,0,0,86.2857142857143,NA,NA,NA,"Glissement"
"51",9,0,0,0,0,NA,NA,NA,"Glissement"
"52",6,0,0,0,30,NA,NA,NA,"Glissement"
"54",1581,0,0,0,23.3378378378378,NA,NA,NA,"Glissement"
"55",10,0,0,0,0,NA,NA,NA,"Glissement"
"56",8,0,0,0,10,NA,NA,NA,"Glissement"
"57",69,0,0,0,417.857142857143,NA,NA,NA,"Glissement"
"59",50,0,0,0,15.625,NA,NA,NA,"Glissement"
"62",47,0,0,0,31.7857142857143,NA,NA,NA,"Glissement"
"63",16,0,0,0,0,NA,NA,NA,"Glissement"
"64",263,0,0,0,172.1875,NA,NA,NA,"Glissement"
"65",165,0,0,0,24.2142857142857,NA,NA,NA,"Glissement"
"66",42,0,0,0,7.75,NA,NA,NA,"Glissement"
"67",1507,0,0,0,7,NA,NA,NA,"Glissement"
"68",819,0,0,0,1.99152542372881,NA,NA,NA,"Glissement"
"69",6215,0,0,0,28.974358974359,NA,NA,NA,"Glissement"
"71",1477,0,0,0,28.4395161290323,NA,NA,NA,"Glissement"
"72",73,0,0,0,79.8,NA,NA,NA,"Glissement"
"73",201,0,0,0,9.1578947368421,NA,NA,NA,"Glissement"
"74",887,0,0,0,26.2364864864865,NA,NA,NA,"Glissement"
"76",624,0,0,0,35.3770491803279,NA,NA,NA,"Glissement"
"77",773,0,0,0,7.20634920634921,NA,NA,NA,"Glissement"
"78",21,0,0,0,0,NA,NA,NA,"Glissement"
"81",1544,0,0,0,6.63973063973064,NA,NA,NA,"Glissement"
"82",192,0,0,0,125.888888888889,NA,NA,NA,"Glissement"
"83",91,0,0,0,146.25,NA,NA,NA,"Glissement"
"84",50,0,0,0,3.75,NA,NA,NA,"Glissement"
"85",21,0,0,0,0,NA,NA,NA,"Glissement"
"86",46,0,0,0,6.66666666666667,NA,NA,NA,"Glissement"
"93",40,0,0,0,15,NA,NA,NA,"Glissement"
"95",139,0,0,0,23.2727272727273,NA,NA,NA,"Glissement"
